"source","target","type","label"
"Susan Rotholv","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Susan Rotholv","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Steve Hartman","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"James Spaulding","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Shari Hoffman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Steve Hartman","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Julien Lourau","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Shari Hoffman","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Bob Carlisle","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Julien Lourau","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Dan Culpepper","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Bob Carlisle","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Jeff Lang","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Dan Culpepper","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Stewart Rose","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jeff Lang","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Kenny Barron","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Stewart Rose","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Ray Drummond","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Kenny Barron","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Jaz Sawyer","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Robin Zeh","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Ted Ackerman","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Akua Dixon Turre","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","David Heiss","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Ariane Lallemand","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Richard Locker","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Alexandra McKenzie","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Kermit Moore","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Abbey Lincoln","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Alan Broadbent","undirected","November 25-27, 2002, Sear Sound, New York City"
"Ray Drummond","Laurent Cugny","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Sanford Allen","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Jonathan Dinklege","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Joyce Hammann","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Ashley Horn","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Regis Iandiorio","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Pauline Kim","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Belinda Whitney","undirected","November 25-27, 2002, Sear Sound, New York City"
"Jaz Sawyer","Kristof Witek","undirected","November 25-27, 2002, Sear Sound, New York City"
